series_id,family,subgroup,contrast_id,candidate,control,formula,metric,paired_delta
realAWSCloudwatch__ec2_cpu_utilization_fe7f93,NAB,NAB-AWS,FACTORIAL_INTERACTION,IHP1_NCTP1,IHP0_NCTP0,FULL - IHP - NCTP + REL,vus_pr,-0.0120593698614522
realAWSCloudwatch__ec2_disk_write_bytes_1ef3de,NAB,NAB-AWS,IHP_MINUS_REL,IHP1_NCTP0,IHP0_NCTP0,IHP - REL,f1_max,0.0
realAWSCloudwatch__ec2_disk_write_bytes_1ef3de,NAB,NAB-AWS,IHP_MINUS_REL,IHP1_NCTP0,IHP0_NCTP0,IHP - REL,auprc,-0.0077807654894785
realAWSCloudwatch__ec2_disk_write_bytes_1ef3de,NAB,NAB-AWS,IHP_MINUS_REL,IHP1_NCTP0,IHP0_NCTP0,IHP - REL,vus_pr,-0.0001792997143627
realAWSCloudwatch__ec2_disk_write_bytes_1ef3de,NAB,NAB-AWS,NCTP_MINUS_REL,IHP0_NCTP1,IHP0_NCTP0,NCTP - REL,f1_max,0.1777777777777778
realAWSCloudwatch__ec2_disk_write_bytes_1ef3de,NAB,NAB-AWS,NCTP_MINUS_REL,IHP0_NCTP1,IHP0_NCTP0,NCTP - REL,auprc,0.0238515136501848
realAWSCloudwatch__ec2_disk_write_bytes_1ef3de,NAB,NAB-AWS,NCTP_MINUS_REL,IHP0_NCTP1,IHP0_NCTP0,NCTP - REL,vus_pr,0.3746661200187376
realAWSCloudwatch__ec2_disk_write_bytes_1ef3de,NAB,NAB-AWS,FULL_MINUS_REL,IHP1_NCTP1,IHP0_NCTP0,FULL - REL,f1_max,0.1777777777777778
realAWSCloudwatch__ec2_disk_write_bytes_1ef3de,NAB,NAB-AWS,FULL_MINUS_REL,IHP1_NCTP1,IHP0_NCTP0,FULL - REL,auprc,0.023894681856114
realAWSCloudwatch__ec2_disk_write_bytes_1ef3de,NAB,NAB-AWS,FULL_MINUS_REL,IHP1_NCTP1,IHP0_NCTP0,FULL - REL,vus_pr,0.3741867846421659
realAWSCloudwatch__ec2_disk_write_bytes_1ef3de,NAB,NAB-AWS,FULL_MINUS_IHP,IHP1_NCTP1,IHP1_NCTP0,FULL - IHP,f1_max,0.1777777777777778
realAWSCloudwatch__ec2_disk_write_bytes_1ef3de,NAB,NAB-AWS,FULL_MINUS_IHP,IHP1_NCTP1,IHP1_NCTP0,FULL - IHP,auprc,0.0316754473455926
realAWSCloudwatch__ec2_disk_write_bytes_1ef3de,NAB,NAB-AWS,FULL_MINUS_IHP,IHP1_NCTP1,IHP1_NCTP0,FULL - IHP,vus_pr,0.3743660843565286
realAWSCloudwatch__ec2_disk_write_bytes_1ef3de,NAB,NAB-AWS,FULL_MINUS_NCTP,IHP1_NCTP1,IHP0_NCTP1,FULL - NCTP,f1_max,0.0
