series_id,family,subgroup,display_name,arm,canonical_arm,seconds_per_series,ms_per_series,windows_per_series,ms_per_window,process_rss_before_bytes,process_rss_after_bytes,python_tracemalloc_peak_bytes,encoder_calls,measurement_scope,runtime_json_sha256
MSL__P-15,NASA,NASA-MSL,REL,IHP0_NCTP0,LEGACY_DEFAULT,0.0615189999807626,61.5189999807626,105,0.5858952379120248,1401184256,1568354304,191472458,0,historical committed post-cache projection/scoring,497BFBF9E8AEAA1B2C3D5BC87DB756621A49B20C722A72918424CB89D23661AE
MSL__P-15,NASA,NASA-MSL,IHP only,IHP1_NCTP0,IHP1_NCTP0,0.04591200000140816,45.91200000140816,105,0.4372571428705539,1401184256,1568354304,191472458,0,historical committed post-cache projection/scoring,497BFBF9E8AEAA1B2C3D5BC87DB756621A49B20C722A72918424CB89D23661AE
MSL__P-15,NASA,NASA-MSL,NCTP only,IHP0_NCTP1,IHP0_NCTP1,0.006736099952831864,6.736099952831864,105,0.064153332884113,1401184256,1568354304,191472458,0,historical committed post-cache projection/scoring,497BFBF9E8AEAA1B2C3D5BC87DB756621A49B20C722A72918424CB89D23661AE
MSL__P-15,NASA,NASA-MSL,Full,IHP1_NCTP1,FINAL_DEFAULT,0.01168860006146133,11.68860006146133,105,0.111320000585346,1401184256,1568354304,191472458,0,historical committed post-cache projection/scoring,497BFBF9E8AEAA1B2C3D5BC87DB756621A49B20C722A72918424CB89D23661AE
MSL__S-2,NASA,NASA-MSL,REL,IHP0_NCTP0,LEGACY_DEFAULT,0.02464369998779148,24.64369998779148,42,0.5867547616140828,1401995264,1466150912,83371900,0,historical committed post-cache projection/scoring,6A409493DFF55DCDE5DD127A32E1157467C6A63556C7064E983F4D81487EEAC5
MSL__S-2,NASA,NASA-MSL,IHP only,IHP1_NCTP0,IHP1_NCTP0,0.021141299977898598,21.141299977898598,42,0.5033642851880619,1401995264,1466150912,83371900,0,historical committed post-cache projection/scoring,6A409493DFF55DCDE5DD127A32E1157467C6A63556C7064E983F4D81487EEAC5
MSL__S-2,NASA,NASA-MSL,NCTP only,IHP0_NCTP1,IHP0_NCTP1,0.010110100032761693,10.110100032761693,42,0.24071666744670697,1401995264,1466150912,83371900,0,historical committed post-cache projection/scoring,6A409493DFF55DCDE5DD127A32E1157467C6A63556C7064E983F4D81487EEAC5
MSL__S-2,NASA,NASA-MSL,Full,IHP1_NCTP1,FINAL_DEFAULT,0.00916649994906038,9.16649994906038,42,0.21824999878715193,1401995264,1466150912,83371900,0,historical committed post-cache projection/scoring,6A409493DFF55DCDE5DD127A32E1157467C6A63556C7064E983F4D81487EEAC5
MSL__T-12,NASA,NASA-MSL,REL,IHP0_NCTP0,LEGACY_DEFAULT,0.03003469994291663,30.03469994291663,56,0.5363339275520828,1400393728,1489530880,111148180,0,historical committed post-cache projection/scoring,C1A4A1A6AC8D6173260EF2775769BFA7DFDFEB57FC26899D344FE771A730F5BF
MSL__T-12,NASA,NASA-MSL,IHP only,IHP1_NCTP0,IHP1_NCTP0,0.01669900002889335,16.69900002889335,56,0.29819642908738125,1400393728,1489530880,111148180,0,historical committed post-cache projection/scoring,C1A4A1A6AC8D6173260EF2775769BFA7DFDFEB57FC26899D344FE771A730F5BF
MSL__T-12,NASA,NASA-MSL,NCTP only,IHP0_NCTP1,IHP0_NCTP1,0.010552799911238253,10.552799911238253,56,0.18844285555782594,1400393728,1489530880,111148180,0,historical committed post-cache projection/scoring,C1A4A1A6AC8D6173260EF2775769BFA7DFDFEB57FC26899D344FE771A730F5BF
MSL__T-12,NASA,NASA-MSL,Full,IHP1_NCTP1,FINAL_DEFAULT,0.009539799997583032,9.539799997583032,56,0.17035357138541127,1400393728,1489530880,111148180,0,historical committed post-cache projection/scoring,C1A4A1A6AC8D6173260EF2775769BFA7DFDFEB57FC26899D344FE771A730F5BF
MSL__T-13,NASA,NASA-MSL,REL,IHP0_NCTP0,LEGACY_DEFAULT,0.02078689995687455,20.78689995687455,56,0.3711946420870455,1401430016,1489580032,111144531,0,historical committed post-cache projection/scoring,6DD1146DE74E003CAE32B916BA358B0F51919961C15CA2992FF7C69E9B0E9652
